country,year,Population,GDP
Europe & Central Asia,1964,699046950,"614,876,339,046 "
Europe & Central Asia,1963,691146253,"555,231,591,823 "
Europe & Central Asia,1962,683152930,"503,514,141,812 "
Europe & Central Asia,1961,675214286,"460,554,912,955 "
Europe & Central Asia,1960,667516938,"432,656,625,077 "
Europe & Central Asia (excluding high income),2015,411338238,"2,887,774,281,436 "
Europe & Central Asia (excluding high income),2014,408984246,"3,855,117,220,952 "
Europe & Central Asia (excluding high income),2013,406424758,"4,118,705,734,434 "
Europe & Central Asia (excluding high income),2012,403830537,"3,933,219,690,080 "
Europe & Central Asia (excluding high income),2011,401448188,"3,756,644,589,448 "
Europe & Central Asia (excluding high income),2010,399121746,"3,053,602,710,403 "
Europe & Central Asia (excluding high income),2009,397037901,"2,561,454,506,091 "
Europe & Central Asia (excluding high income),2008,395265896,"3,266,448,634,454 "
Europe & Central Asia (excluding high income),2007,394217145,"2,638,942,157,616 "
Europe & Central Asia (excluding high income),2006,393637104,"2,041,983,500,225 "
Europe & Central Asia (excluding high income),2005,393077520,"1,662,609,599,261 "
Europe & Central Asia (excluding high income),2004,392654477,"1,313,402,116,227 "
Europe & Central Asia (excluding high income),2003,392288707,"994,036,235,606 "
Europe & Central Asia (excluding high income),2002,392122448,"787,659,459,439 "
Europe & Central Asia (excluding high income),2001,392415533,"689,527,078,175 "
Europe & Central Asia (excluding high income),2000,392648544,"691,863,158,028 "
Europe & Central Asia (excluding high income),1999,392502054,"620,913,915,155 "
Europe & Central Asia (excluding high income),1998,392487603,"739,951,045,281 "
Europe & Central Asia (excluding high income),1997,392207147,"796,343,755,228 "
Europe & Central Asia (excluding high income),1996,391816812,"764,203,110,429 "
Europe & Central Asia (excluding high income),1995,391431995,"754,577,700,523 "
Europe & Central Asia (excluding high income),1994,390990562,"706,804,529,375 "
Europe & Central Asia (excluding high income),1993,390363718,"814,629,396,211 "
Europe & Central Asia (excluding high income),1992,389132701,"829,032,584,513 "
Europe & Central Asia (excluding high income),1991,387534203,"901,525,803,845 "
Europe & Central Asia (excluding high income),1990,385568047,"929,247,383,296 "
Europe & Central Asia (excluding high income),1989,383041377,"873,977,203,727 "
Europe & Central Asia (IDA & IBRD countries),2015,453562136,"3,411,289,678,134 "
Europe & Central Asia (IDA & IBRD countries),2014,451234370,"4,457,235,551,898 "
Europe & Central Asia (IDA & IBRD countries),2013,448720643,"4,700,535,658,585 "
Europe & Central Asia (IDA & IBRD countries),2012,446161259,"4,489,932,844,036 "
Europe & Central Asia (IDA & IBRD countries),2011,443792065,"4,347,636,223,121 "
Europe & Central Asia (IDA & IBRD countries),2010,441582321,"3,592,525,864,590 "
Europe & Central Asia (IDA & IBRD countries),2009,439618582,"3,060,633,996,829 "
Europe & Central Asia (IDA & IBRD countries),2008,437826163,"3,867,115,209,961 "
Europe & Central Asia (IDA & IBRD countries),2007,436773705,"3,127,798,274,238 "
Europe & Central Asia (IDA & IBRD countries),2006,436218371,"2,435,698,550,152 "
Europe & Central Asia (IDA & IBRD countries),2005,435684965,"2,012,435,813,478 "
Europe & Central Asia (IDA & IBRD countries),2004,435275699,"1,608,505,190,349 "
Europe & Central Asia (IDA & IBRD countries),2003,434933277,"1,246,207,398,395 "
Europe & Central Asia (IDA & IBRD countries),2002,434792812,"1,013,218,595,900 "
Europe & Central Asia (IDA & IBRD countries),2001,435103609,"903,338,012,620 "
Europe & Central Asia (IDA & IBRD countries),2000,435333173,"885,523,030,443 "
Europe & Central Asia (IDA & IBRD countries),1999,435716325,"812,583,359,067 "
Europe & Central Asia (IDA & IBRD countries),1998,435652084,"938,693,928,421 "
Europe & Central Asia (IDA & IBRD countries),1997,435428807,"977,582,169,424 "
Europe & Central Asia (IDA & IBRD countries),1996,434935182,"944,853,916,905 "
Europe & Central Asia (IDA & IBRD countries),1995,434695993,"916,217,925,518 "
Europe & Central Asia (IDA & IBRD countries),1994,434183214,"835,250,154,959 "
Europe & Central Asia (IDA & IBRD countries),1993,433465126,"930,069,997,015 "
Europe & Central Asia (IDA & IBRD countries),1992,431966368,"943,006,507,933 "
Europe & Central Asia (IDA & IBRD countries),1991,430290396,"1,007,874,201,270 "
Europe & Central Asia (IDA & IBRD countries),1990,428458829,"1,016,056,902,568 "
Europe & Central Asia (IDA & IBRD countries),1989,425769906,"955,623,428,699 "
European Union,2015,509668361,"16,229,464,160,143 "
European Union,2014,508344735,"18,516,744,672,413 "
European Union,2013,508050888,"17,986,267,255,955 "
European Union,2012,505098575,"17,249,382,954,725 "
European Union,2011,505526581,"18,321,253,083,348 "
European Union,2010,504412209,"16,946,058,883,844 "
European Union,2009,503310374,"17,020,888,550,380 "
European Union,2008,501803925,"19,029,134,448,899 "
European Union,2007,499915977,"17,685,550,146,490 "
European Union,2006,498074489,"15,295,130,473,683 "
European Union,2005,496200867,"14,334,011,439,138 "
European Union,2004,494232263,"13,701,690,846,115 "
European Union,2003,492252932,"11,859,660,657,836 "
European Union,2002,490424475,"9,732,741,442,663 "
European Union,2001,489073595,"8,922,661,784,768 "
European Union,2000,487865459,"8,818,086,715,617 "
European Union,1999,487060355,"9,488,108,903,885 "
European Union,1998,486055038,"9,502,191,433,931 "
European Union,1997,485409098,"9,180,731,939,720 "
European Union,1996,484581653,"9,735,448,852,001 "
European Union,1995,483927331,"9,525,457,155,497 "
European Union,1994,483001906,"8,296,860,804,940 "
European Union,1993,481920881,"7,813,273,518,554 "
European Union,1992,480342226,"8,569,019,642,257 "
European Union,1991,478942970,"7,863,770,112,665 "
European Union,1990,477988417,"7,577,008,828,898 "
European Union,1989,476355806,"6,109,445,248,631 "
European Union,1988,474741457,"5,984,460,045,735 "
European Union,1987,473230098,"5,365,086,177,644 "
European Union,1986,471888308,"4,335,669,039,796 "
European Union,1985,470587065,"3,161,958,181,877 "
European Union,1984,469449808,"3,058,829,206,349 "
European Union,1983,468419741,"3,186,368,294,668 "
European Union,1982,467346238,"3,287,321,532,884 "
European Union,1981,466081804,"3,415,380,954,280 "
European Union,1980,464340783,"3,860,240,603,800 "
European Union,1979,462498335,"3,382,152,166,519 "
European Union,1978,460706924,"2,769,294,440,362 "
European Union,1977,458746586,"2,259,667,203,944 "
European Union,1976,456802618,"1,995,327,976,466 "
European Union,1975,454638308,"1,926,524,939,993 "
European Union,1974,452256892,"1,652,452,541,718 "
European Union,1973,449788759,"1,470,281,352,403 "
European Union,1972,447151812,"1,157,913,773,229 "
European Union,1971,444368185,"967,037,566,147 "
European Union,1970,442062264,"854,921,499,432 "
European Union,1969,439730660,"754,761,330,703 "
European Union,1968,436916057,"687,181,779,246 "
European Union,1967,434001552,"661,136,229,655 "
European Union,1966,430868375,"615,255,293,913 "
European Union,1965,427592610,"567,564,120,857 "
European Union,1964,424075860,"521,173,444,987 "
European Union,1963,420393292,"470,275,222,819 "
European Union,1962,416670637,"426,888,339,346 "
European Union,1961,413007006,"390,771,369,276 "
European Union,1960,409498462,"358,922,972,955 "
Fragile and conflict affected situations,2015,485609230,"699,440,550,639 "
Fragile and conflict affected situations,2014,474395380,"779,682,093,941 "
Fragile and conflict affected situations,2013,463535772,"786,443,896,397 "
Fragile and conflict affected situations,2012,452946224,"778,846,053,095 "
Fragile and conflict affected situations,2011,442535318,"673,405,046,514 "
Fragile and conflict affected situations,2010,432225198,"630,598,962,659 "
Fragile and conflict affected situations,2009,421999099,"539,539,590,146 "
Fragile and conflict affected situations,2008,411873180,"587,734,073,099 "
Fragile and conflict affected situations,2007,401863906,"462,915,859,615 "
Fragile and conflict affected situations,2006,392013911,"372,416,553,340 "
Fragile and conflict affected situations,2005,382338023,"318,331,378,027 "
Fragile and conflict affected situations,2004,372832172,"261,554,313,179 "
Fragile and conflict affected situations,2003,363479314,"228,378,856,254 "
Fragile and conflict affected situations,2002,354332474,"203,660,262,506 "
Fragile and conflict affected situations,2001,345461879,"210,723,387,118 "
Fragile and conflict affected situations,2000,336909548,"225,095,475,138 "
Heavily indebted poor countries (HIPC),2015,721104105,"617,584,097,145 "
Heavily indebted poor countries (HIPC),2014,701714118,"631,606,458,922 "
Heavily indebted poor countries (HIPC),2013,682730030,"598,256,607,150 "
Heavily indebted poor countries (HIPC),2012,664163813,"551,768,364,746 "
Heavily indebted poor countries (HIPC),2011,646028823,"518,092,245,145 "
Heavily indebted poor countries (HIPC),2010,628333588,"463,041,658,271 "
Heavily indebted poor countries (HIPC),2009,611087950,"418,406,213,174 "
Heavily indebted poor countries (HIPC),2008,594288511,"414,834,540,640 "
Heavily indebted poor countries (HIPC),2007,577914150,"344,282,388,553 "
Heavily indebted poor countries (HIPC),2006,561934621,"289,278,609,272 "
Heavily indebted poor countries (HIPC),2005,546329345,"242,142,881,352 "
Heavily indebted poor countries (HIPC),2004,531070213,"209,456,861,338 "
Heavily indebted poor countries (HIPC),2003,516163015,"182,328,520,248 "
Heavily indebted poor countries (HIPC),2002,501659710,"160,217,734,472 "
Heavily indebted poor countries (HIPC),2001,487633972,"147,407,959,038 "
Heavily indebted poor countries (HIPC),2000,474127024,"155,067,104,326 "
Heavily indebted poor countries (HIPC),1999,461180538,"143,052,197,585 "
Heavily indebted poor countries (HIPC),1998,448746908,"142,824,031,936 "
Heavily indebted poor countries (HIPC),1997,436671177,"138,643,962,548 "
Heavily indebted poor countries (HIPC),1996,424741843,"132,123,613,942 "
Heavily indebted poor countries (HIPC),1995,412815898,"126,160,957,446 "
Heavily indebted poor countries (HIPC),1994,400825087,"110,378,530,389 "
Heavily indebted poor countries (HIPC),1993,388837016,"123,960,349,454 "
Heavily indebted poor countries (HIPC),1992,377011630,"121,817,566,391 "
Heavily indebted poor countries (HIPC),1991,365581300,"133,849,686,964 "
Heavily indebted poor countries (HIPC),1990,354714206,"129,542,859,159 "
Heavily indebted poor countries (HIPC),1989,344448856,"127,276,282,397 "
Heavily indebted poor countries (HIPC),1988,334731596,"132,916,170,808 "
Heavily indebted poor countries (HIPC),1987,325525015,"135,280,796,697 "
Heavily indebted poor countries (HIPC),1986,316760151,"121,207,363,859 "
Heavily indebted poor countries (HIPC),1985,308377129,"105,400,880,100 "
Heavily indebted poor countries (HIPC),1984,300374211,"99,622,891,419 "
Heavily indebted poor countries (HIPC),1983,292744009,"96,024,946,558 "
Heavily indebted poor countries (HIPC),1982,285410524,"98,923,529,913 "
Heavily indebted poor countries (HIPC),1981,278278454,"100,277,045,184 "
Heavily indebted poor countries (HIPC),1980,271276022,"98,584,901,657 "
Heavily indebted poor countries (HIPC),1979,264368402,"91,207,904,354 "
Heavily indebted poor countries (HIPC),1978,257558535,"80,133,580,576 "
Heavily indebted poor countries (HIPC),1977,250860495,"70,012,116,150 "
Heavily indebted poor countries (HIPC),1976,244306047,"60,272,924,047 "
Heavily indebted poor countries (HIPC),1975,237918910,"55,079,584,183 "
Heavily indebted poor countries (HIPC),1974,231695364,"47,935,528,235 "
Heavily indebted poor countries (HIPC),1973,225623793,"39,295,282,273 "
Heavily indebted poor countries (HIPC),1972,219712407,"32,848,207,640 "
Heavily indebted poor countries (HIPC),1971,213971961,"30,485,766,784 "
Heavily indebted poor countries (HIPC),1970,208410359,"28,689,860,786 "
Heavily indebted poor countries (HIPC),1969,203029611,"26,893,120,884 "
Heavily indebted poor countries (HIPC),1968,197828276,"24,891,352,871 "
Heavily indebted poor countries (HIPC),1967,192806249,"24,277,703,509 "
Heavily indebted poor countries (HIPC),1966,187962262,"23,372,925,600 "
Heavily indebted poor countries (HIPC),1965,183294395,"21,564,486,587 "
Heavily indebted poor countries (HIPC),1964,178802599,"19,185,730,073 "
Heavily indebted poor countries (HIPC),1963,174484508,"17,546,812,038 "
Heavily indebted poor countries (HIPC),1962,170332701,"16,293,587,580 "
Heavily indebted poor countries (HIPC),1961,166337526,"15,461,076,536 "
Heavily indebted poor countries (HIPC),1960,162491185,"14,592,907,001 "
High income,2015,1187189841,"46,985,246,880,274 "
High income,2014,1180597445,"49,974,206,838,027 "
High income,2013,1174927882,"49,063,797,981,111 "
High income,2012,1166574800,"48,574,243,046,868 "
High income,2011,1161326328,"48,550,161,152,377 "
High income,2010,1154477199,"45,004,571,433,226 "
High income,2009,1147005992,"42,921,199,491,857 "
High income,2008,1138677189,"45,798,551,885,188 "
High income,2007,1129339051,"43,122,956,068,566 "
High income,2006,1120543449,"39,416,035,048,981 "
High income,2005,1112235304,"37,325,946,280,335 "
High income,2004,1104476123,"35,306,410,070,973 "
High income,2003,1096885903,"31,713,755,106,690 "
High income,2002,1089656214,"28,272,290,182,358 "
High income,2001,1082312299,"27,106,872,095,727 "
High income,2000,1074878739,"27,352,381,849,619 "
High income,1999,1068095946,"26,811,578,592,630 "
High income,1998,1061211341,"25,525,404,973,392 "
High income,1997,1054469107,"25,461,932,944,989 "
High income,1996,1047405818,"25,858,010,714,231 "
High income,1995,1040394770,"25,640,771,971,094 "
High income,1994,1031489890,"23,213,220,338,558 "
High income,1993,1024162143,"21,662,067,037,575 "
High income,1992,1016171233,"21,472,557,362,263 "
High income,1991,1009883314,"19,959,160,949,016 "
High income,1990,1001966223,"18,876,078,912,686 "
High income,1989,994203460,"16,784,859,275,016 "
High income,1988,986918025,"16,021,914,773,023 "
High income,1987,980091126,"14,226,507,670,454 "
High income,1986,973400217,"12,284,881,772,652 "
High income,1985,966684594,"10,124,998,682,866 "
High income,1984,960250975,"9,632,040,331,347 "
High income,1983,953842472,"9,234,410,558,195 "
High income,1982,947075507,"8,945,120,040,204 "
High income,1981,939880497,"9,030,124,838,917 "
High income,1980,932213838,"8,892,965,197,364 "
High income,1979,924641692,"7,960,497,640,544 "
High income,1978,916799313,"6,882,736,158,752 "
High income,1977,909169527,"5,748,094,083,570 "
High income,1976,901709691,"5,077,263,970,797 "
High income,1975,894516873,"4,660,369,820,205 "
High income,1974,885878283,"4,177,708,451,016 "
High income,1973,876847559,"3,703,380,948,449 "
High income,1972,868875520,"3,061,745,036,831 "
High income,1971,860031660,"2,639,515,350,657 "
High income,1970,851290758,"2,377,955,107,724 "
High income,1969,843140725,"2,164,343,077,457 "
High income,1968,834012315,"1,971,924,171,089 "
High income,1967,826583007,"1,820,482,846,224 "
High income,1966,818167431,"1,697,599,972,508 "
High income,1965,809360466,"1,547,927,519,981 "
High income,1964,799918623,"1,425,576,537,821 "
High income,1963,790080922,"1,305,439,235,040 "
High income,1962,780133572,"1,213,086,438,530 "
High income,1961,770099673,"1,123,569,234,451 "
High income,1960,758716470,"1,061,547,027,477 "
IBRD only,2015,4542580688,"24,991,119,119,692 "
IBRD only,2014,4499429071,"26,732,497,040,852 "
IBRD only,2013,4456007248,"26,134,689,040,909 "
IBRD only,2012,4412598770,"24,732,994,734,893 "
IBRD only,2011,4369332638,"23,332,688,199,099 "
IBRD only,2010,4326536938,"19,802,516,478,850 "
IBRD only,2009,4283880652,"16,303,920,448,127 "
IBRD only,2008,4240795662,"16,819,391,389,297 "
IBRD only,2007,4198115070,"14,026,485,854,789 "
IBRD only,2006,4155627832,"11,261,833,681,365 "
IBRD only,2005,4112488698,"9,498,589,360,335 "
IBRD only,2004,4068932937,"7,950,611,866,261 "
IBRD only,2003,4025255455,"6,671,760,268,575 "
IBRD only,2002,3981261150,"5,910,324,944,530 "
IBRD only,2001,3936976322,"5,824,208,760,660 "
IBRD only,2000,3891341487,"5,744,543,377,725 "
IBRD only,1999,3844686211,"5,281,499,649,646 "
