budget,genres,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
"125,000,000",Action Crime Fantasy,50.073575,1997-06-20,"238,207,122",125,Batman & Robin,4.2,1418,Joel Schumacher
"125,000,000",Adventure Fantasy Action,47.686442,2010-04-01,"232,713,139",106,Clash of the Titans,5.6,2233,Louis Leterrier
"123,000,000",Family Comedy Fantasy,45.419668,2000-11-17,"345,141,403",104,How the Grinch Stole Christmas,6.2,1386,Ron Howard
"120,000,000",Adventure Fantasy Drama Romance,99.687084,2012-11-13,"829,000,000",115,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,Bill Condon
"120,000,000",Adventure Action Science Fiction,43.987061,2002-05-15,"649,398,328",142,Star Wars: Episode II - Attack of the Clones,6.4,3992,George Lucas
"120,000,000",Adventure Drama Action,51.328145,2012-11-20,"609,016,565",127,Life of Pi,7.2,5797,Ang Lee
"120,000,000",Animation Adventure Comedy Family,82.643036,2006-06-08,"461,983,149",117,Cars,6.6,3877,John Lasseter
"120,000,000",Action Thriller,62.641286,2016-07-27,"415,484,914",123,Jason Bourne,5.9,2341,Paul Greengrass
"120,000,000",Action Science Fiction Adventure Fantasy,15.953444,2013-07-23,"415,440,673",126,The Wolverine,6.3,4053,James Mangold
"120,000,000",Adventure Animation Comedy Family,87.350802,1998-11-25,"363,258,859",95,A Bug's Life,6.8,2303,Andrew Stanton
"120,000,000",Action Science Fiction,95.914473,2004-07-15,"347,234,916",115,"I, Robot",6.7,3793,Alex Proyas
"120,000,000",Drama,25.752118,2000-03-15,"325,756,637",130,The Perfect Storm,6.2,597,Wolfgang Petersen
"120,000,000",Action Science Fiction Adventure Mystery,67.698004,2013-04-10,"286,168,572",124,Oblivion,6.4,4800,Joseph Kosinski
"120,000,000",Action Adventure Comedy,33.616115,2003-06-27,"259,175,788",106,Charlie's Angels: Full Throttle,5.2,914,McG
"120,000,000",Action Science Fiction,66.757869,2014-01-30,"242,688,965",102,RoboCop,5.7,2342,Jos\u00e9 Padilha
"120,000,000",Action Crime Comedy,31.703608,2011-01-12,"227,817,248",119,The Green Hornet,5.5,1251,Michel Gondry
"120,000,000",Animation Family Adventure Science Fiction,51.548589,2001-06-02,"186,053,725",95,Atlantis: The Lost Empire,6.7,1224,Gary Trousdale
"120,000,000",Family Adventure Animation Comedy,27.990284,2002-07-19,"169,956,806",78,Stuart Little 2,5.4,613,Rob Minkoff
"120,000,000",Action Adventure Science Fiction,38.126095,2015-08-05,"167,977,596",100,Fantastic Four,4.4,2278,Josh Trank
"120,000,000",Action Family Science Fiction,17.060695,2008-05-09,"93,945,766",135,Speed Racer,5.7,354,Lilly Wachowski
"120,000,000",Comedy Drama Romance,11.137655,2010-12-17,"48,668,907",121,How Do You Know,4.9,223,James L. Brooks
"117,000,000",Action Comedy,44.906918,2010-06-15,"261,930,431",109,Knight and Day,5.9,1547,James Mangold
"116,000,000",Action Adventure Thriller,16.90444,1997-02-07,"178,127,760",108,Dante's Peak,5.7,428,Roger Donaldson
"116,000,000",Drama,45.616098,2004-12-17,"102,000,000",170,The Aviator,7,1489,Martin Scorsese
"115,000,000",Adventure Action Science Fiction,54.035265,1999-05-19,"924,317,558",136,Star Wars: Episode I - The Phantom Menace,6.3,4432,George Lucas
"115,000,000",Action Thriller,38.729418,1994-07-14,"378,882,411",141,True Lies,6.8,1116,James Cameron
"115,000,000",Science Fiction Action Drama Thriller,67.33767,2013-08-07,"286,140,700",109,Elysium,6.4,3439,Neill Blomkamp
"115,000,000",Adventure Fantasy Action Thriller,41.498631,2001-06-11,"274,703,340",100,Lara Croft: Tomb Raider,5.7,2192,Simon West
"115,000,000",Action Adventure Drama,60.467984,2016-04-06,"164,602,163",114,The Huntsman: Winter's War,6,1523,Cedric Nicolas-Troyan
"115,000,000",Drama Action History War,18.714197,2002-06-14,"77,628,265",134,Windtalkers,5.8,341,John Woo
"113,000,000",Science Fiction Adventure Action,44.108427,2005-05-17,"850,000,000",140,Star Wars: Episode III - Revenge of the Sith,7.1,4116,George Lucas
"112,000,000",Comedy,22.845143,2010-12-25,"237,382,724",85,Gulliver's Travels,4.9,621,Rob Letterman
"110,000,000",Action Adventure Comedy Family Fantasy,48.780039,2006-10-20,"574,480,841",108,Night at the Museum,6.3,2862,Shawn Levy
"110,000,000",Animation Family Adventure Comedy Fantasy,36.65422,2011-07-29,"563,749,323",103,The Smurfs,5.5,1179,Raja Gosnell
"110,000,000",Action Comedy Drama Thriller,44.635452,2005-06-07,"478,207,520",120,Mr. & Mrs. Smith,6.5,2965,Doug Liman
"110,000,000",Action Drama Thriller,100.412364,2015-05-27,"470,490,832",114,San Andreas,6,2968,Brad Peyton
"110,000,000",Adventure Action Science Fiction Thriller,2.871739,2003-04-24,"407,711,549",133,X2,6.8,3506,Bryan Singer
"110,000,000",Action Thriller,48.93337,2007-06-20,"383,531,464",128,Live Free or Die Hard,6.4,2089,Len Wiseman
"110,000,000",Thriller Crime,76.840712,2004-12-09,"362,744,280",125,Ocean's Twelve,6.4,2124,Steven Soderbergh
"110,000,000",Action War,71.510596,2014-03-05,"337,580,051",102,300: Rise of an Empire,6.1,2397,Noam Murro
"110,000,000",Adventure Action Thriller,42.887121,1997-12-11,"333,011,068",119,Tomorrow Never Dies,6,925,Roger Spottiswoode
"110,000,000",Action Science Fiction Drama,37.195046,2011-09-28,"299,268,508",127,Real Steel,6.6,2692,Shawn Levy
"110,000,000",Adventure Science Fiction Thriller,103.718387,2015-03-18,"295,238,201",119,Insurgent,6.2,3829,Robert Schwentke
"110,000,000",Action Mystery Thriller,48.829437,2010-07-21,"293,329,073",100,Salt,6.2,2093,Phillip Noyce
"110,000,000",Thriller Action Fantasy Horror,46.834704,2007-02-16,"228,738,393",114,Ghost Rider,5.2,1712,Mark Steven Johnson
"110,000,000",Drama History War Action,23.657284,2000-06-28,"215,294,342",165,The Patriot,6.8,1099,Roland Emmerich
"110,000,000",Adventure Science Fiction,86.105615,2016-03-09,"179,246,868",121,Allegiant,5.9,1998,Robert Schwentke
"110,000,000",Science Fiction Action Adventure,45.94834,2013-10-23,"125,537,191",114,Ender's Game,6.6,2303,Gavin Hood
"110,000,000",Animation Family,19.625972,2004-04-02,"103,951,461",76,Home on the Range,5.7,389,Will Finn
"110,000,000",Action Adventure Comedy,22.643776,2004-06-16,"72,178,895",120,Around the World in 80 Days,5.7,672,Frank Coraci
"108,000,000",Drama Adventure Science Fiction,167.93287,2015-09-30,"630,161,890",141,The Martian,7.6,7268,Ridley Scott
"107,000,000",Drama,18.866672,2001-12-11,"87,713,825",157,Ali,6.7,447,Michael Mann
"105,000,000",Science Fiction Thriller Drama,110.153618,2013-09-27,"716,392,705",91,Gravity,7.3,5751,Alfonso Cuar\u00f3n
"105,000,000",Drama Romance,61.196071,2013-05-10,"351,040,419",143,The Great Gatsby,7.3,3769,Baz Luhrmann
"105,000,000",Fantasy Family Comedy Animation,32.473628,2013-07-30,"347,434,178",105,The Smurfs 2,5.5,695,Raja Gosnell
"105,000,000",Romance Family Animation Music,62.479574,2009-12-08,"267,045,765",97,The Princess and the Frog,6.7,1247,Ron Clements
"105,000,000",Action Crime Thriller,33.507289,2015-12-03,"133,718,711",114,Point Break,5.5,783,Ericson Core
"105,000,000",Adventure Action Thriller Science Fiction,58.782359,1997-11-06,"121,214,377",129,Starship Troopers,6.7,1560,Paul Verhoeven
"105,000,000",Action Science Fiction,27.835436,2004-06-11,"115,772,733",119,The Chronicles of Riddick,6.3,1570,David Twohy
"103,000,000",Animation Adventure Comedy Family,42.40024,2014-03-19,"500,188,435",102,Rio 2,6.3,978,Carlos Saldanha
"103,000,000",Action Drama Adventure,95.301296,2000-05-01,"457,640,427",155,Gladiator,7.9,5439,Ridley Scott
"102,000,000",Action Thriller Science Fiction Mystery,65.948959,2002-06-20,"358,372,926",145,Minority Report,7.1,2608,Steven Spielberg
"102,000,000",Action Crime Thriller,36.788745,2001-06-07,"147,080,413",99,Swordfish,6.1,932,Dominic Sena
"102,000,000",Drama Science Fiction,73.872343,2012-10-26,"130,482,868",172,Cloud Atlas,6.6,2977,Tom Tykwer
"100,000,000",Adventure Fantasy Family,132.397737,2002-11-13,"876,688,482",161,Harry Potter and the Chamber of Secrets,7.4,5815,Chris Columbus
"100,000,000",Action Thriller Science Fiction,101.74155,1991-07-01,"520,000,000",137,Terminator 2: Judgment Day,7.7,4185,James Cameron
"100,000,000",Drama Western,82.121691,2012-12-25,"425,368,238",165,Django Unchained,7.8,10099,Quentin Tarantino
"100,000,000",Animation Comedy,37.272385,2006-11-16,"384,335,608",108,Happy Feet,5.9,1410,George Miller
"100,000,000",Thriller Science Fiction Action Adventure,51.188633,2001-07-25,"362,211,740",119,Planet of the Apes,5.6,1243,Tim Burton
"100,000,000",Adventure Action Thriller Mystery,58.849256,2004-11-19,"347,451,894",131,National Treasure,6.4,1926,Jon Turteltaub
"100,000,000",Action Crime Fantasy,48.205606,1995-05-31,"336,529,144",121,Batman Forever,5.2,1498,Joel Schumacher
"100,000,000",Action Adventure Thriller,53.732892,2012-08-08,"312,573,423",103,The Expendables 2,6.1,2896,Simon West
"100,000,000",Comedy Romance,32.389353,2010-12-21,"310,650,585",98,Little Fockers,5.4,1060,Paul Weitz
"100,000,000",Comedy Drama Romance,18.325897,2010-05-26,"288,347,692",146,Sex and the City 2,5.4,426,Michael Patrick King
"100,000,000",Action Thriller Romance,41.426678,2010-12-08,"278,731,369",103,The Tourist,6,1699,Florian Henckel von Donnersmarck
"100,000,000",Animation Adventure Family Fantasy,36.711378,2013-05-15,"268,426,634",102,Epic,6.4,1121,Chris Wedge
"100,000,000",Drama Crime,42.361215,2007-11-02,"266,465,037",157,American Gangster,7.4,1502,Ridley Scott
"100,000,000",Fantasy Action Adventure Family,30.863434,2006-12-14,"249,288,105",104,Eragon,4.9,967,Stefen Fangmeier
"100,000,000",Action Adventure,76.842247,2014-07-23,"243,400,000",99,Hercules,5.6,1680,Brett Ratner
"100,000,000",Animation Comedy Family,46.781182,2009-09-17,"242,988,466",90,Cloudy with a Chance of Meatballs,6.5,1747,Phil Lord
"100,000,000",Action Drama Mystery Thriller,24.507987,1996-06-21,"242,295,562",115,Eraser,5.6,543,Chuck Russell
"100,000,000",Drama Science Fiction Adventure,34.035114,2001-06-29,"235,926,552",146,A.I. Artificial Intelligence,6.8,1974,Steven Spielberg
"100,000,000",Action Fantasy Horror Mystery,20.652943,1999-11-24,"211,989,043",121,End of Days,5.5,482,Peter Hyams
"100,000,000",Comedy,25.159168,2005-12-21,"202,026,112",90,Fun with Dick and Jane,5.9,627,Dean Parisot
"100,000,000",Drama History Crime,46.160048,2002-12-14,"193,772,504",167,Gangs of New York,7.1,1910,Martin Scorsese
"100,000,000",Drama Thriller Action,52.792678,2006-12-07,"170,877,916",143,Blood Diamond,7.3,2281,Edward Zwick
"100,000,000",Action Comedy Crime,24.399642,2010-08-06,"170,432,927",107,The Other Guys,6.1,1383,Adam McKay
"100,000,000",Adventure Animation Comedy Family Fantasy,51.113717,2000-12-09,"169,327,687",78,The Emperor's New Groove,7.2,1490,Mark Dindal
"100,000,000",Action Thriller,37.698465,2010-11-04,"167,805,466",98,Unstoppable,6.3,1165,Tony Scott
"100,000,000",Drama Horror Mystery Thriller,15.835672,2000-07-21,"155,464,351",130,What Lies Beneath,6.3,488,Robert Zemeckis
"100,000,000",Thriller Drama Crime,40.597856,2009-06-11,"150,166,126",106,The Taking of Pelham 1 2 3,6.2,954,Tony Scott
"100,000,000",Western Adventure,16.759252,2004-03-05,"108,103,450",136,Hidalgo,6.5,318,Joe Johnston
"100,000,000",Thriller Science Fiction Drama Mystery,58.991388,2014-04-16,"103,039,258",119,Transcendence,5.9,2295,Wally Pfister
"100,000,000",Drama Animation Family,46.727941,1996-06-21,"100,138,851",91,The Hunchback of Notre Dame,6.8,1129,Gary Trousdale
"100,000,000",Family Fantasy,31.586215,2009-10-16,"100,086,793",101,Where the Wild Things Are,6.4,572,Spike Jonze
"100,000,000",War Action Adventure Drama Thriller,30.254021,2010-03-11,"94,882,889",115,Green Zone,6.4,717,Paul Greengrass
"100,000,000",Drama,29.608322,2016-08-17,"94,061,311",125,Ben-Hur,5.3,621,Timur Bekmambetov
"100,000,000",Thriller Drama Adventure Action History,50.767332,2015-11-20,"93,820,758",122,In the Heart of the Sea,6.5,1276,Ron Howard
"100,000,000",Comedy Science Fiction,24.939295,1999-12-17,"93,700,000",131,Bicentennial Man,6.9,963,Chris Columbus
"100,000,000",Action Crime,32.271938,2004-07-22,"82,102,379",104,Catwoman,4.2,808,Pitof
"100,000,000",Adventure Comedy Science Fiction,19.38841,2009-06-05,"68,688,831",102,Land of the Lost,5.3,381,Brad Silberling
"100,000,000",Drama History Thriller,15.625949,2002-07-19,"35,168,966",138,K-19: The Widowmaker,6.1,264,Kathryn Bigelow
"100,000,000",Action Comedy Science Fiction,12.092241,2002-08-15,"7,103,973",95,The Adventures of Pluto Nash,4.4,142,Ron Underwood
"100,000,000",Action Adventure Fantasy Science Fiction Thriller,21.677732,2009-04-01,0,85,Dragonball Evolution,2.9,462,James Wong
"99,000,000",Animation,34.308098,2015-11-05,"246,233,113",88,The Peanuts Movie,6.5,604,Steve Martino
"98,000,000",Adventure Action Fantasy,41.862983,2001-04-28,"433,013,274",130,The Mummy Returns,6,2206,Stephen Sommers
"98,000,000",Action Adventure,7.029308,1995-12-22,"10,017,322",119,Cutthroat Island,5.7,136,Renny Harlin
"97,250,400",Fantasy Adventure Comedy Family,20.344364,2008-01-13,"132,900,000",116,Asterix at the Olympic Games,5,471,Thomas Langmann
"95,000,000",Animation Comedy Adventure Family,65.229868,2012-06-26,"877,244,782",88,Ice Age: Continental Drift,6.2,2672,Steve Martino
"95,000,000",Romance Fantasy Family Drama,101.187052,2015-03-12,"543,514,353",105,Cinderella,6.7,2374,Kenneth Branagh
"95,000,000",Action Adventure,31.086791,1998-07-16,"250,288,523",136,The Mask of Zorro,6.3,1183,Martin Campbell
"95,000,000",Adventure Fantasy Family,61.121717,2010-02-01,"226,497,209",118,Percy Jackson & the Olympians: The Lightning Thief,6,2010,Chris Columbus
"95,000,000",Action Science Fiction Thriller,28.200874,2000-08-04,"190,213,455",112,Hollow Man,5.6,634,Paul Verhoeven
"95,000,000",Action Adventure Fantasy Thriller,56.811056,2003-07-21,"156,505,388",117,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,Jan de Bont
"95,000,000",Adventure Fantasy,63.628459,2014-12-12,"114,178,613",102,Seventh Son,5.2,957,Sergei Bodrov
"95,000,000",Adventure Animation Comedy Family,37.054554,2000-03-31,"76,432,727",89,The Road to El Dorado,7,858,Don Michael Paul
"94,000,000",Adventure Fantasy Action,123.630332,2003-12-01,"1,118,888,979",201,The Lord of the Rings: The Return of the King,8.1,8064,Peter Jackson
"94,000,000",Animation Family,85.688789,2003-05-30,"940,335,536",100,Finding Nemo,7.6,6122,Andrew Stanton
"94,000,000",Action,8.468586,2001-04-27,"54,744,738",116,Driven,4.5,179,Renny Harlin
"93,000,000",Adventure Fantasy Action,138.049577,2001-12-18,"871,368,364",178,The Lord of the Rings: The Fellowship of the Ring,8,8705,Peter Jackson
"93,000,000",Thriller Action Drama Science Fiction,138.433168,2011-08-03,"482,860,185",105,Rise of the Planet of the Apes,7,4347,Rupert Wyatt
"93,000,000",Adventure Action Thriller Science Fiction,1.859364,2001-07-18,"368,780,809",92,Jurassic Park III,5.7,2077,Joe Johnston
"92,620,000",Drama Science Fiction,32.351527,1927-01-10,"650,422",153,Metropolis,8,657,Fritz Lang
"92,000,000",Action Adventure Animation Family,77.817571,2004-11-05,"631,442,092",115,The Incredibles,7.4,5152,Brad Bird
"92,000,000",Action Adventure Drama,32.079995,1996-05-10,"494,471,524",113,Twister,6.1,950,Jan de Bont
"92,000,000",Action Thriller,65.402595,2013-02-06,"304,654,182",98,A Good Day to Die Hard,5.2,3493,John Moore
"92,000,000",Action Adventure Comedy Crime Thriller,40.20395,2000-11-02,"264,105,545",98,Charlie's Angels,5.6,1232,McG
"92,000,000",Action Comedy,43.192048,2008-08-09,"188,072,649",107,Tropic Thunder,6.5,1667,Ben Stiller
"92,000,000",Action History War,44.455166,2001-12-28,"172,989,651",144,Black Hawk Down,7.2,1811,Ridley Scott
"92,000,000",Action Crime Thriller,27.166757,2001-11-18,"143,049,560",126,Spy Game,6.8,579,Tony Scott
"90,000,000",Animation Comedy Family Adventure,69.457898,2009-06-29,"886,686,817",94,Ice Age: Dawn of the Dinosaurs,6.5,2271,Carlos Saldanha
"90,000,000",Action Adventure Comedy Science Fiction,104.121555,1997-07-02,"589,390,539",98,Men in Black,6.9,4412,Barry Sonnenfeld
"90,000,000",Action Adventure Crime Mystery,57.834787,2009-12-23,"524,028,679",128,Sherlock Holmes,7,5766,Guy Ritchie
"90,000,000",Animation Comedy Family,73.575118,1999-10-30,"497,366,869",92,Toy Story 2,7.3,3806,John Lasseter
"90,000,000",Animation Adventure Comedy Family,46.200042,2011-04-03,"484,635,760",96,Rio,6.5,2166,Carlos Saldanha
"90,000,000",Adventure Drama,57.739713,2000-12-22,"429,632,142",143,Cast Away,7.5,3218,Robert Zemeckis
"90,000,000",Action Thriller,51.881077,1995-05-19,"366,101,666",128,Die Hard: With a Vengeance,6.9,2066,John McTiernan
"90,000,000",Action Comedy Crime Thriller,35.814765,2001-08-03,"347,325,802",90,Rush Hour 2,6.4,1054,Brett Ratner
"90,000,000",Action Adventure Comedy Crime Mystery,51.535701,2016-06-02,"334,901,337",129,Now You See Me 2,6.7,3235,Jon M. Chu
"90,000,000",Animation Family Adventure,67.427755,1998-06-18,"304,320,254",88,Mulan,7.6,2008,Tony Bancroft
"90,000,000",Drama Thriller Crime,63.429157,2006-10-05,"289,847,354",151,The Departed,7.9,4339,Martin Scorsese
"90,000,000",Adventure Fantasy Action Thriller Science Fiction,109.528572,1997-05-07,"263,920,180",126,The Fifth Element,7.3,3885,Luc Besson
"90,000,000",Action Drama Thriller,41.207568,1998-11-20,"250,649,836",132,Enemy of the State,6.7,1240,Tony Scott
"90,000,000",Action Crime Thriller,52.995628,2000-06-09,"237,202,299",118,Gone in Sixty Seconds,6.1,1485,Dominic Sena
"90,000,000",Thriller Crime Mystery Drama,47.651083,2011-12-14,"232,617,430",158,The Girl with the Dragon Tattoo,7.2,2434,David Fincher
"90,000,000",Action Adventure Thriller,61.025639,2014-08-04,"206,172,544",127,The Expendables 3,6.1,1795,Patrick Hughes
"90,000,000",Comedy Action,40.597344,2008-06-05,"201,596,308",113,You Don't Mess with the Zohan,5.5,1048,Dennis Dugan
"90,000,000",Adventure Comedy Drama Fantasy,43.348022,2013-12-18,"188,133,322",114,The Secret Life of Walter Mitty,7,3144,Ben Stiller
"90,000,000",Thriller Fantasy Comedy Family Mystery,16.302378,2003-11-25,"182,290,266",99,The Haunted Mansion,5.2,466,Rob Minkoff
"90,000,000",Adventure Family Fantasy,40.262261,2013-08-07,"174,578,751",106,Percy Jackson: Sea of Monsters,5.9,1648,Thor Freudenthal
"90,000,000",Drama Science Fiction Mystery,55.249434,1997-07-11,"171,120,329",150,Contact,7.2,1308,Robert Zemeckis
"90,000,000",Adventure Family Fantasy,21.436682,2008-02-14,"162,839,667",95,The Spiderwick Chronicles,6.3,572,Mark Waters
"90,000,000",Drama Action Thriller Crime,17.457947,1999-02-05,"161,626,121",100,Payback,6.7,548,Brian Helgeland
"90,000,000",Fantasy Action Adventure,52.612025,2015-10-21,"146,936,910",106,The Last Witch Hunter,5.7,1316,Breck Eisner
